97: [149.52, 80.73, 49.49, 109.26, 71.63, 69.52, 49.21, 77.32, 54.04, 24.16, 55.26, 59.25, 85.56, 42.00, 9.54, 63.84]
98: [159.13, 104.39, 106.05, 85.58, 55.90, 73.24, 58.01, 45.27, 114.91, 35.66, 85.21, 70.00, 107.50, 60.91, 9.44, 91.91]
99: [43.24, 20.65, 63.70, 48.05, 24.57, 40.68, 28.74, 105.84, 46.46, 97.64, 27.95, 64.92, 70.14, 70.33, 30.30, 10.14]
100: [92.10, 184.81, 80.24, 86.37, 43.60, 59.47, 31.04, 17.56, 63.78, 41.93, 51.10, 74.77, 22.79, 56.64, 128.09, 87.70]
101: [74.65, 69.70, 62.58, 70.68, 47.46, 93.56, 25.31, 99.14, 45.85, 13.04, 32.41, 96.69, 110.18, 131.37, 41.74, 64.16]
102: [104.76, 50.57, 21.88, 12.89, 91.23, 51.83, 59.77, 76.12, 80.39, 168.50, 75.87, 25.32, 159.10, 50.22, 24.47, 64.33]
103: [81.66, 133.84, 145.13, 99.59, 152.03, 48.93, 42.84, 166.85, 156.12, 84.55, 43.23, 47.19, 134.74, 65.56, 116.69, 54.67]
104: [105.46, 136.72, 201.97, 57.49, 60.31, 50.32, 97.56, 76.41, 93.20, 77.91, 58.25, 93.18, 73.87, 115.76, 81.65, 104.68]
105: [36.50, 77.49, 137.66, 112.38, 331.51, 59.23, 110.41, 45.16, 72.83, 165.75, 108.46, 94.04, 76.78, 200.60, 137.34, 36.92]
106: [134.94, 57.25, 35.64, 43.30, 70.47, 174.80, 153.51, 77.63, 144.81, 222.74, 95.53, 263.12, 116.65, 83.56, 134.77, 90.80]
107: [83.44, 449.20, 331.95, 106.71, 152.10, 244.51, 246.00, 192.02, 138.44, 158.96, 29.75, 59.59, 439.11, 245.44, 128.39, 99.82]
108: [109.74, 379.34, 331.17, 236.77, 110.29, 138.01, 88.18, 262.07, 415.59, 132.51, 79.66, 596.14, 289.88, 99.54, 125.35, 274.02]
109: [94.05, 354.29, 461.13, 183.13, 491.38, 308.07, 356.94, 448.80, 281.69, 182.80, 137.40, 399.22, 331.10, 295.34, 282.89, 536.72]
110: [177.28, 320.22, 166.89, 326.23, 339.11, 468.77, 67.46, 541.03, 41.54, 166.52, 278.53, 141.74, 438.90, 166.11, 261.56, 124.43]
111: [79.06, 44.36, 130.24, 24.47, 222.07, 208.14, 75.57, 185.13, 153.90, 62.92, 104.92, 241.61, 87.05, 161.88, 90.58, 188.67]
112: [144.84, 80.86, 80.99, 212.26, 115.76, 193.40, 116.19, 153.43, 56.50, 24.58, 213.22, 146.63, 143.90, 168.29, 24.92, 73.77]
113: [208.75, 106.65, 144.36, 86.28, 45.08, 45.49, 80.98, 18.73, 130.17, 20.11, 61.01, 113.81, 201.62, 44.44, 105.67, 74.18]
114: [202.53, 39.63, 46.95, 107.44, 72.64, 57.14, 133.27, 31.22, 70.20, 224.69, 180.36, 113.55, 50.75, 74.64, 100.52, 67.14]
115: [335.57, 85.57, 53.27, 22.31, 347.13, 126.00, 197.15, 85.18, 72.07, 94.07, 99.85, 122.25, 48.65, 79.70, 76.86, 32.55]
116: [168.62, 101.08, 55.97, 42.24, 21.26, 61.18, 109.91, 91.91, 119.17, 146.91, 34.16, 37.67, 55.16, 12.77, 46.38, 140.53]
117: [19.18, 95.49, 125.45, 145.46, 150.92, 71.86, 23.03, 68.24, 44.30, 111.13, 117.35, 76.44, 91.49, 102.56, 33.10, 112.76]
118: [219.00, 133.15, 116.24, 44.14, 12.74, 96.98, 72.07, 115.57, 46.51, 125.64, 36.14, 82.95, 121.89, 104.62, 112.40, 62.23]
119: [150.39, 92.54, 25.56, 88.50, 124.09, 87.16, 120.98, 88.55, 82.70, 65.20, 70.33, 89.48, 72.99, 50.37, 56.96, 119.23]
120: [157.81, 53.35, 84.81, 81.14, 80.15, 80.01, 132.54, 240.02, 134.85, 66.20, 35.19, 42.79, 11.61, 50.53, 29.75, 102.28]
121: [277.95, 97.48, 24.19, 64.38, 7.73, 97.21, 24.97, 25.53, 56.32, 47.66, 100.53, 68.55, 78.58, 66.15, 105.90, 47.37]
122: [425.17, 64.66, 81.48, 48.72, 107.21, 107.75, 110.87, 171.29, 116.53, 89.26, 61.78, 15.02, 72.23, 29.98, 95.82, 131.58]
123: [401.39, 126.82, 64.91, 132.36, 143.82, 49.85, 97.99, 96.22, 69.63, 49.78, 42.72, 124.12, 69.17, 153.90, 99.80, 37.44]
124: [382.37, 85.50, 249.38, 75.24, 49.30, 173.87, 132.86, 152.28, 76.44, 43.70, 160.67, 169.97, 68.77, 86.45, 106.06, 235.23]
125: [430.40, 193.80, 46.57, 101.35, 163.84, 87.27, 139.05, 152.61, 40.20, 76.83, 178.00, 59.81, 119.12, 121.03, 224.22, 59.03]
126: [334.61, 128.77, 249.93, 204.45, 51.00, 220.33, 84.67, 133.62, 92.32, 53.84, 304.51, 152.81, 137.79, 99.60, 93.56, 212.82]
127: [211.61, 279.73, 254.67, 131.97, 70.88, 145.22, 256.21, 181.36, 105.74, 212.72, 144.52, 28.33, 143.57, 214.93, 188.82, 352.54]
128: [691.60, 214.67, 104.92, 111.13, 328.82, 264.37, 360.85, 340.98, 142.34, 233.26, 111.76, 462.29, 180.24, 134.63, 145.79, 198.57]
129: [889.67, 363.04, 310.71, 306.48, 306.30, 380.31, 253.55, 386.05, 228.40, 130.03, 305.23, 246.35, 81.24, 230.34, 497.83, 9.53]
130: [702.24, 302.89, 394.52, 116.84, 254.14, 435.30, 529.67, 127.71, 218.68, 506.03, 108.95, 317.25, 360.12, 195.49, 546.77, 211.97]
131: [223.13, 251.46, 267.74, 1006.80, 454.45, 495.70, 219.17, 205.22, 713.70, 450.54, 110.07, 285.95, 378.49, 701.67, 628.42, 107.19]
132: [280.93, 982.03, 608.37, 888.11, 869.27, 1008.94, 428.51, 323.87, 1019.99, 288.09, 344.50, 281.59, 412.48, 304.49, 314.44, 376.20]
133: [417.50, 957.38, 1468.36, 1043.52, 487.90, 848.65, 1078.10, 356.01, 742.53, 437.95, 725.87, 427.30, 140.88, 727.87, 1190.92, 62.84]
